resume,job_description,role,matched_skills,label,match_level
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Information Technology

Experience:
Fresher

Technical Skills:
Data Cleaning, Pandas, Tableau, Power BI, SQL, Reporting, Business Intelligence

Soft Skills:
Communication, Time Management

Completed several projects related to Data Analyst.","We are hiring a Software Engineer.

Required Skills:
Python, Data Structures, C++, Debugging, Git, Testing, Algorithms

Preferred Soft Skills:
Analytical Thinking, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Information Technology

Experience:
2 years experience

Technical Skills:
REST API, Express, Bootstrap, HTML, Git

Soft Skills:
Leadership, Teamwork

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
REST API, Express, Bootstrap, HTML, JavaScript, MongoDB, Node.js

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"REST API, Express, Bootstrap, HTML",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
SQL, Excel, Reporting, Statistics, Data Cleaning, Tableau, Business Intelligence

Soft Skills:
Teamwork, Time Management

Completed several projects related to Data Analyst.","We are hiring a Software Engineer.

Required Skills:
C++, Debugging, REST API, OOP, Python, Testing, Java

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
Reporting, Data Cleaning, Statistics, Excel, Power BI, Business Intelligence, SQL

Soft Skills:
Teamwork, Critical Thinking

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Reporting, Data Cleaning, Statistics, Excel, Power BI, Business Intelligence, SQL

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Reporting, Data Cleaning, Statistics, Excel, Power BI, Business Intelligence, SQL",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
PyTorch, Transformers, Deep Learning, LLM, NLP, Docker, Python

Soft Skills:
Time Management, Problem Solving

Completed several projects related to AI Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Terraform, Kubernetes, CI/CD, Python, DevOps, Azure, Networking

Preferred Soft Skills:
Problem Solving, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
Testing, REST API, Debugging, Algorithms, Git

Soft Skills:
Teamwork, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Testing, REST API, Debugging, Algorithms, Git, OOP, C++

Preferred Soft Skills:
Communication, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Testing, REST API, Debugging, Algorithms",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
Data Cleaning, Excel, SQL, Python, Tableau

Soft Skills:
Time Management, Teamwork

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Data Cleaning, Excel, SQL, Python, Reporting, Statistics, Power BI

Preferred Soft Skills:
Leadership, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Data Cleaning, Excel, SQL, Python",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Data Science

Experience:
Fresher

Technical Skills:
Pandas, Data Cleaning, Tableau, Power BI, Excel, Python, Statistics

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Pandas, Data Cleaning, Tableau, Power BI, Excel, Python, Statistics

Preferred Soft Skills:
Problem Solving, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Pandas, Data Cleaning, Tableau, Power BI, Excel, Python, Statistics",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
SQL, Python, Deep Learning, TensorFlow, Pandas, Statistics, Scikit-learn

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
SQL, Python, Deep Learning, TensorFlow, Pandas, Statistics, Scikit-learn

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"SQL, Python, Deep Learning, TensorFlow, Pandas, Statistics, Scikit-learn",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
3 years experience

Technical Skills:
Excel, Statistics, Python, Tableau, Data Cleaning, Reporting, Business Intelligence

Soft Skills:
Leadership, Problem Solving

Completed several projects related to Data Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Network Security, Linux, Penetration Testing, Cryptography, Risk Assessment, Incident Response, Python

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
2 years experience

Technical Skills:
Risk Assessment, Network Security, Python, SIEM, Ethical Hacking, Linux, Firewall

Soft Skills:
Communication, Problem Solving

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Risk Assessment, Network Security, Python, SIEM, Ethical Hacking, Linux, Firewall

Preferred Soft Skills:
Problem Solving, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Risk Assessment, Network Security, Python, SIEM, Ethical Hacking, Linux, Firewall",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
Deep Learning, Python, PyTorch, TensorFlow, Docker, Transformers, FastAPI

Soft Skills:
Leadership, Communication

Completed several projects related to AI Engineer.","We are hiring a Data Scientist.

Required Skills:
Python, NumPy, Deep Learning, Machine Learning, Scikit-learn, SQL, Statistics

Preferred Soft Skills:
Problem Solving, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
NumPy, TensorFlow, Deep Learning, Statistics, Machine Learning, Python, Data Visualization

Soft Skills:
Leadership, Problem Solving

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
NumPy, TensorFlow, Deep Learning, Statistics, Machine Learning, Python, Data Visualization

Preferred Soft Skills:
Leadership, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"NumPy, TensorFlow, Deep Learning, Statistics, Machine Learning, Python, Data Visualization",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
Penetration Testing, Network Security, Ethical Hacking, SIEM, Python

Soft Skills:
Analytical Thinking, Problem Solving

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Penetration Testing, Network Security, Ethical Hacking, SIEM, Python, Cryptography, Linux

Preferred Soft Skills:
Time Management, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Penetration Testing, Network Security, Ethical Hacking, SIEM",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
Networking, Azure, Terraform, Docker, DevOps

Soft Skills:
Critical Thinking, Leadership

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Networking, Azure, Terraform, Docker, Linux, AWS, CI/CD

Preferred Soft Skills:
Leadership, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Networking, Azure, Terraform, Docker",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Computer Science

Experience:
2 years experience

Technical Skills:
Pandas, NumPy, Python, Scikit-learn, TensorFlow

Soft Skills:
Critical Thinking, Problem Solving

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Pandas, NumPy, Python, Scikit-learn, SQL, Deep Learning, Statistics

Preferred Soft Skills:
Analytical Thinking, Communication

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Pandas, NumPy, Python, Scikit-learn",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
Docker, Python, Transformers, Computer Vision, NLP, PyTorch, FastAPI

Soft Skills:
Leadership, Communication

Completed several projects related to AI Engineer.","We are hiring a Data Analyst.

Required Skills:
Excel, Statistics, Reporting, Pandas, Data Cleaning, Tableau, SQL

Preferred Soft Skills:
Critical Thinking, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
Deep Learning, Statistics, Python, TensorFlow, Pandas, Data Visualization, Machine Learning

Soft Skills:
Leadership, Time Management

Completed several projects related to Data Scientist.","We are hiring a Cybersecurity Analyst.

Required Skills:
Python, Network Security, Penetration Testing, Incident Response, Cryptography, Risk Assessment, Ethical Hacking

Preferred Soft Skills:
Communication, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
Azure, Kubernetes, AWS, Docker, Linux, Terraform, CI/CD

Soft Skills:
Leadership, Time Management

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Azure, Kubernetes, AWS, Docker, Linux, Terraform, CI/CD

Preferred Soft Skills:
Time Management, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Azure, Kubernetes, AWS, Docker, Linux, Terraform, CI/CD",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
LLM, Python, NLP, PyTorch, Docker, Computer Vision, Deep Learning

Soft Skills:
Problem Solving, Teamwork

Completed several projects related to AI Engineer.","We are hiring a Data Scientist.

Required Skills:
Data Visualization, Scikit-learn, Pandas, Statistics, NumPy, Deep Learning, Python

Preferred Soft Skills:
Communication, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Engineering

Experience:
6 months internship

Technical Skills:
SIEM, Incident Response, Firewall, Network Security, Risk Assessment, Linux, Python

Soft Skills:
Teamwork, Time Management

Completed several projects related to Cybersecurity Analyst.","We are hiring a Software Engineer.

Required Skills:
Git, OOP, Algorithms, Java, REST API, Debugging, Python

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Python, Incident Response, Risk Assessment, Ethical Hacking, Cryptography, Firewall, Penetration Testing

Soft Skills:
Problem Solving, Communication

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Python, Incident Response, Risk Assessment, Ethical Hacking, Cryptography, Firewall, Penetration Testing

Preferred Soft Skills:
Time Management, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Python, Incident Response, Risk Assessment, Ethical Hacking, Cryptography, Firewall, Penetration Testing",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
Fresher

Technical Skills:
Deep Learning, Scikit-learn, Data Visualization, Machine Learning, Pandas, Statistics, NumPy

Soft Skills:
Teamwork, Communication

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Deep Learning, Scikit-learn, Data Visualization, Machine Learning, Pandas, Statistics, NumPy

Preferred Soft Skills:
Problem Solving, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Deep Learning, Scikit-learn, Data Visualization, Machine Learning, Pandas, Statistics, NumPy",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
6 months internship

Technical Skills:
Pandas, Reporting, Tableau, SQL, Statistics, Power BI, Excel

Soft Skills:
Analytical Thinking, Communication

Completed several projects related to Data Analyst.","We are hiring a AI Engineer.

Required Skills:
TensorFlow, NLP, Deep Learning, Computer Vision, Python, PyTorch, Transformers

Preferred Soft Skills:
Communication, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
2 years experience

Technical Skills:
PyTorch, Docker, TensorFlow, Computer Vision, NLP, Transformers, FastAPI

Soft Skills:
Leadership, Time Management

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
PyTorch, Docker, TensorFlow, Computer Vision, NLP, Transformers, FastAPI

Preferred Soft Skills:
Problem Solving, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"PyTorch, Docker, TensorFlow, Computer Vision, NLP, Transformers, FastAPI",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
Git, REST API, C++, Testing, OOP

Soft Skills:
Leadership, Critical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Git, REST API, C++, Testing, OOP, Java, Algorithms

Preferred Soft Skills:
Time Management, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Git, REST API, C++, Testing",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
Statistics, TensorFlow, SQL, Deep Learning, NumPy, Data Visualization, Python

Soft Skills:
Analytical Thinking, Problem Solving

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Statistics, TensorFlow, SQL, Deep Learning, NumPy, Data Visualization, Python

Preferred Soft Skills:
Analytical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Statistics, TensorFlow, SQL, Deep Learning, NumPy, Data Visualization, Python",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
3 years experience

Technical Skills:
CI/CD, Azure, Kubernetes, Linux, Docker

Soft Skills:
Critical Thinking, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
CI/CD, Azure, Kubernetes, Linux, Networking, DevOps, Python

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"CI/CD, Azure, Kubernetes, Linux",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
AWS, Python, Linux, CI/CD, DevOps, Networking, Terraform

Soft Skills:
Critical Thinking, Problem Solving

Completed several projects related to Cloud Engineer.","We are hiring a Data Scientist.

Required Skills:
Machine Learning, TensorFlow, Python, Data Visualization, Pandas, NumPy, Deep Learning

Preferred Soft Skills:
Time Management, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
Python, LLM, Computer Vision, Transformers, FastAPI, NLP, Deep Learning

Soft Skills:
Communication, Analytical Thinking

Completed several projects related to AI Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Azure, DevOps, Python, Networking, CI/CD, Docker, Linux

Preferred Soft Skills:
Teamwork, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
NumPy, Pandas, Deep Learning, SQL, Machine Learning, Statistics, Python

Soft Skills:
Time Management, Teamwork

Completed several projects related to Data Scientist.","We are hiring a Software Engineer.

Required Skills:
Python, REST API, Git, OOP, Java, Data Structures, Testing

Preferred Soft Skills:
Communication, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
Machine Learning, Python, Data Visualization, TensorFlow, Statistics, Deep Learning, NumPy

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Data Scientist.","We are hiring a Data Analyst.

Required Skills:
Excel, Tableau, Python, Data Cleaning, Pandas, Statistics, Reporting

Preferred Soft Skills:
Problem Solving, Communication

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
Machine Learning, Pandas, Deep Learning, Data Visualization, Python, TensorFlow, Statistics

Soft Skills:
Critical Thinking, Communication

Completed several projects related to Data Scientist.","We are hiring a Cybersecurity Analyst.

Required Skills:
Python, Penetration Testing, Cryptography, Linux, Network Security, Risk Assessment, Ethical Hacking

Preferred Soft Skills:
Time Management, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
PyTorch, TensorFlow, Python, FastAPI, Transformers, Deep Learning, Docker

Soft Skills:
Leadership, Critical Thinking

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
PyTorch, TensorFlow, Python, FastAPI, Transformers, Deep Learning, Docker

Preferred Soft Skills:
Teamwork, Communication

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"PyTorch, TensorFlow, Python, FastAPI, Transformers, Deep Learning, Docker",2,Strong Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
JavaScript, REST API, Node.js, MongoDB, Bootstrap

Soft Skills:
Teamwork, Analytical Thinking

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
JavaScript, REST API, Node.js, MongoDB, React, Git, HTML

Preferred Soft Skills:
Leadership, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"JavaScript, REST API, Node.js, MongoDB",1,Medium Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Information Technology

Experience:
3 years experience

Technical Skills:
JavaScript, HTML, REST API, Bootstrap, Node.js, Git, MongoDB

Soft Skills:
Communication, Time Management

Completed several projects related to Web Developer.","We are hiring a Cloud Engineer.

Required Skills:
Networking, DevOps, Terraform, AWS, Python, Docker, Azure

Preferred Soft Skills:
Leadership, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
PyTorch, Deep Learning, NLP, Docker, FastAPI, Computer Vision, Python

Soft Skills:
Problem Solving, Time Management

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
PyTorch, Deep Learning, NLP, Docker, FastAPI, Computer Vision, Python

Preferred Soft Skills:
Problem Solving, Communication

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"PyTorch, Deep Learning, NLP, Docker, FastAPI, Computer Vision, Python",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
CI/CD, Networking, Linux, DevOps, Kubernetes, Terraform, Azure

Soft Skills:
Problem Solving, Communication

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
CI/CD, Networking, Linux, DevOps, Kubernetes, Terraform, Azure

Preferred Soft Skills:
Critical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"CI/CD, Networking, Linux, DevOps, Kubernetes, Terraform, Azure",2,Strong Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Bootstrap, MongoDB, REST API, Node.js, Git, Express, React

Soft Skills:
Problem Solving, Critical Thinking

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
Bootstrap, MongoDB, REST API, Node.js, Git, Express, React

Preferred Soft Skills:
Problem Solving, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"Bootstrap, MongoDB, REST API, Node.js, Git, Express, React",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Firewall, Risk Assessment, SIEM, Linux, Python, Penetration Testing, Incident Response

Soft Skills:
Time Management, Analytical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cloud Engineer.

Required Skills:
Kubernetes, Linux, DevOps, Terraform, Azure, Python, Docker

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
Reporting, Power BI, Data Cleaning, Pandas, Statistics, Excel, Business Intelligence

Soft Skills:
Teamwork, Critical Thinking

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Reporting, Power BI, Data Cleaning, Pandas, Statistics, Excel, Business Intelligence

Preferred Soft Skills:
Critical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Reporting, Power BI, Data Cleaning, Pandas, Statistics, Excel, Business Intelligence",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
Cryptography, SIEM, Firewall, Penetration Testing, Risk Assessment, Linux, Incident Response

Soft Skills:
Teamwork, Time Management

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Cryptography, SIEM, Firewall, Penetration Testing, Risk Assessment, Linux, Incident Response

Preferred Soft Skills:
Leadership, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Cryptography, SIEM, Firewall, Penetration Testing, Risk Assessment, Linux, Incident Response",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
Linux, Terraform, DevOps, Python, Kubernetes, Networking, Azure

Soft Skills:
Problem Solving, Analytical Thinking

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Linux, Terraform, DevOps, Python, Kubernetes, Networking, Azure

Preferred Soft Skills:
Critical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Linux, Terraform, DevOps, Python, Kubernetes, Networking, Azure",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
SIEM, Penetration Testing, Network Security, Cryptography, Firewall

Soft Skills:
Teamwork, Critical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
SIEM, Penetration Testing, Network Security, Cryptography, Linux, Ethical Hacking, Risk Assessment

Preferred Soft Skills:
Communication, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"SIEM, Penetration Testing, Network Security, Cryptography",1,Medium Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
CSS, React, REST API, HTML, Express, Node.js, Git

Soft Skills:
Critical Thinking, Analytical Thinking

Completed several projects related to Web Developer.","We are hiring a AI Engineer.

Required Skills:
NLP, PyTorch, Computer Vision, Transformers, Deep Learning, LLM, TensorFlow

Preferred Soft Skills:
Critical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
1 year experience

Technical Skills:
Business Intelligence, Reporting, Excel, SQL, Python

Soft Skills:
Problem Solving, Leadership

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Business Intelligence, Reporting, Excel, SQL, Python, Power BI, Statistics

Preferred Soft Skills:
Teamwork, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Business Intelligence, Reporting, Excel, SQL",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Information Technology

Experience:
Fresher

Technical Skills:
Deep Learning, TensorFlow, Machine Learning, Pandas, SQL, Data Visualization, NumPy

Soft Skills:
Critical Thinking, Communication

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Deep Learning, TensorFlow, Machine Learning, Pandas, SQL, Data Visualization, NumPy

Preferred Soft Skills:
Leadership, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Deep Learning, TensorFlow, Machine Learning, Pandas, SQL, Data Visualization, NumPy",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
6 months internship

Technical Skills:
Penetration Testing, Python, Firewall, Risk Assessment, Ethical Hacking, Network Security, Linux

Soft Skills:
Time Management, Teamwork

Completed several projects related to Cybersecurity Analyst.","We are hiring a Web Developer.

Required Skills:
Express, CSS, React, JavaScript, HTML, Git, MongoDB

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Computer Science

Experience:
3 years experience

Technical Skills:
REST API, MongoDB, Bootstrap, Node.js, Express

Soft Skills:
Time Management, Teamwork

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
REST API, MongoDB, Bootstrap, Node.js, Git, React, Express

Preferred Soft Skills:
Leadership, Communication

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"REST API, MongoDB, Bootstrap, Node.js",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
2 years experience

Technical Skills:
FastAPI, NLP, Python, Computer Vision, Docker

Soft Skills:
Problem Solving, Leadership

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
FastAPI, NLP, Python, Computer Vision, Deep Learning, Transformers, TensorFlow

Preferred Soft Skills:
Time Management, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"FastAPI, NLP, Python, Computer Vision",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
Python, CI/CD, Kubernetes, DevOps, Docker, Networking, Linux

Soft Skills:
Analytical Thinking, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Python, CI/CD, Kubernetes, DevOps, Docker, Networking, Linux

Preferred Soft Skills:
Leadership, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Python, CI/CD, Kubernetes, DevOps, Docker, Networking, Linux",2,Strong Match
